"TOA5","SKY_CR3000","CR3000","8097","CR3000.Std.25","CPU:NSAC1_SKY_140902.CR3","57942","Table213"
"TIMESTAMP","RECORD","PIR1_Wm2_Avg","PIR2_Wm2_Avg","BW_DD_Wm2_Avg","NIP_Wm2_Avg","PSPDS_Wm2_Avg","IRT_K_Avg","PIR1_Wm2_Std","PIR2_Wm2_Std","BW_DD_Wm2_Std","NIP_Wm2_Std","PSPDS_Wm2_Std","IRT_K_Std","PIR1_Wm2_Max","PIR2_Wm2_Max","BW_DD_Wm2_Max","NIP_Wm2_Max","PSPDS_Wm2_Max","IRT_K_Max","PIR1_Wm2_Min","PIR2_Wm2_Min","BW_DD_Wm2_Min","NIP_Wm2_Min","PSPDS_Wm2_Min","IRT_K_Min","SAMP20(1)","SAMP20(2)","SAMP20(3)","SAMP20(4)","SAMP20(5)","SAMP20(6)","SAMP20(7)","SAMP20(8)","SAMP20(9)","SAMP20(10)","SAMP40(1)","SAMP40(2)","SAMP40(3)","SAMP40(4)","SAMP40(5)","SAMP40(6)","SAMP40(7)","SAMP40(8)","SAMP40(9)","SAMP40(10)","Dome1_R_O","Case1_R_O","Dome2_R_O","Case2_R_O","Net1_mV","Net2_mV","BW_DD_mV","NIP_mV","PSPDS_mV","IRT_V","Batt_V_Min","CR3Temp_C_Avg"
"TS","RN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","Avg","Avg","Avg","Avg","Avg","Avg","Std","Std","Std","Std","Std","Std","Max","Max","Max","Max","Max","Max","Min","Min","Min","Min","Min","Min","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Min","Avg"
"2014-10-06 08:46:00",46653,272.1399,271.1932,0.2513278,0.2017698,-2.253384,254.7556,2.488,2.468,0.047,0.059,0.046,3.09,276.2,275.3,0.34,0.291,-2.196,259.7,267.8,267,0.189,0.125,-2.35,250.9,33.00478,32.84652,33.51858,33.27695,-0.1391501,-0.1468067,0.002330265,0.0009986849,-0.0196408,3.03185,32.98859,32.84435,33.48544,33.27473,-0.1278323,-0.1338245,0.00199738,0.001664483,-0.01930801,3.223896,32.97226,32.84203,33.46168,33.27473,-0.1168467,-0.1221731,0.001664483,0.002330277,-0.01897511,3.3233,13.29,7.235
"2014-10-06 08:47:00",46654,277.9428,276.9792,0.187709,0.4312752,-2.05694,260.6713,0.805,0.83,0.01,0.07,0.08,0.638,279.2,278.3,0.227,0.541,-1.926,261.8,276.2,275.3,0.151,0.291,-2.196,259.2,32.95338,32.83714,33.43769,33.27213,-0.1105217,-0.1151822,0.001664483,0.00299607,-0.01830932,3.379741,32.93242,32.83714,33.40213,33.27213,-0.1068598,-0.1111875,0.001664483,0.003661863,-0.01731063,3.361263,32.94655,32.83267,33.43312,33.26758,-0.10453,-0.1091906,0.00166449,0.004327675,-0.0169778,3.333874,13.29,7.216
"2014-10-06 08:48:00",46655,281.2836,280.5193,0.1870796,0.6566212,-2.081983,261.6479,1.04,1.105,0.008,0.077,0.058,0.634,283,282.3,0.189,0.79,-1.965,262.7,279.3,278.5,0.151,0.541,-2.196,260.2,32.92327,32.83035,33.43786,33.26523,-0.09787203,-0.1031984,0.00166449,0.004993471,-0.0176436,3.404571,32.93024,32.82571,33.41415,33.26287,-0.09421015,-0.09753913,0.00166449,0.005659267,-0.01830939,3.394671,32.93969,32.82584,33.42377,33.26064,-0.08988202,-0.09321098,0.001331585,0.006325031,-0.01897509,3.439066,13.29,7.196
"2014-10-06 08:49:00",46656,284.9216,284.2485,0.1486557,0.8965268,-2.169292,263.3954,1.07,1.1,0.026,0.057,0.033,0.519,286.7,286.1,0.189,0.957,-2.119,264.3,283.1,282.3,0.113,0.79,-2.196,262.3,32.93969,32.8212,33.40005,33.25357,-0.08522147,-0.08721885,0.001331585,0.006990824,-0.01897509,3.455565,32.91849,32.81631,33.3927,33.24625,-0.07989547,-0.08222576,0.001331591,0.00765665,-0.01864228,3.46795,32.8929,32.81168,33.36901,33.24389,-0.07456911,-0.0765665,0.0009986935,0.00765665,-0.01830938,3.486593,13.29,7.176
"2014-10-06 08:50:00",46657,287.0137,286.451,0.1524359,1.043526,-2.067226,263.8906,0.143,0.158,0.023,0.044,0.025,0.281,287.2,286.7,0.189,1.123,-2.042,264.5,286.7,286.1,0.113,0.957,-2.119,263.2,32.89074,32.80488,33.36444,33.23933,-0.07323778,-0.07523517,0.000998697,0.008322475,-0.01797654,3.4786,32.88377,32.80257,33.39286,33.23933,-0.07290488,-0.07623386,0.001331596,0.008322475,-0.01764365,3.488417,32.85406,32.80074,33.3744,33.23277,-0.07190638,-0.07590118,0.0013316,0.008988298,-0.0176437,3.491146,13.29,7.157
"2014-10-06 08:51:00",46658,286.2672,285.6479,0.1788923,1.184979,-1.971576,262.8054,0.456,0.468,0.017,0.051,0.033,0.488,287.1,286.5,0.189,1.29,-1.926,264.3,285.8,285.1,0.151,1.123,-2.042,262.1,32.85174,32.7961,33.36494,33.23042,-0.07390378,-0.07789858,0.0013316,0.008988298,-0.0169779,3.446434,32.84017,32.7915,33.35078,33.22338,-0.07656714,-0.08056195,0.001664503,0.009987018,-0.01664503,3.423837,32.83785,32.78918,33.35315,33.22103,-0.07556844,-0.07989614,0.001664503,0.009987018,-0.01664503,3.452132,13.29,7.138
"2014-10-06 08:52:00",46659,287.1235,286.5293,0.1883413,1.357633,-1.992767,264.6504,0.764,0.753,0.005,0.06,0.037,1.123,288.4,287.9,0.189,1.456,-1.926,266.2,286,285.4,0.151,1.248,-2.08,262.6,32.82857,32.78455,33.34132,33.22103,-0.07357103,-0.07723294,0.001664503,0.01065282,-0.01697793,3.489337,32.84251,32.78225,33.34371,33.21399,-0.07090796,-0.07390407,0.001664506,0.01098574,-0.01731086,3.551707,32.83787,32.77763,33.32243,33.21163,-0.06724604,-0.06924345,0.001664506,0.01165154,-0.01797666,3.562761,13.3,7.119
"2014-10-06 08:53:00",46660,288.9409,288.3977,0.1757436,1.517806,-2.074305,265.5285,0.311,0.371,0.02,0.05,0.025,0.252,289.6,289.2,0.189,1.623,-2.042,266.2,288.4,287.8,0.113,1.456,-2.119,265.1,32.8197,32.778,33.29213,33.20732,-0.06524873,-0.06724614,0.001664508,0.01165156,-0.01797669,3.538511,32.81506,32.778,33.28741,33.20261,-0.06391712,-0.06524873,0.001664508,0.01231736,-0.01797669,3.540326,32.82891,32.77332,33.30151,33.19786,-0.06258558,-0.06458299,0.001331608,0.01298318,-0.01764381,3.56351,13.3,7.1
"2014-10-06 08:54:00",46661,289.2726,288.6999,0.1644056,1.661338,-2.03643,264.9471,0.273,0.292,0.026,0.04,0.034,0.834,289.7,289.1,0.189,1.747,-1.965,266.1,288.7,288.1,0.113,1.581,-2.08,263.3,32.81037,32.76869,33.28264,33.19315,-0.06258558,-0.06425009,0.00166451,0.01298318,-0.01764381,3.553694,32.80605,32.76669,33.29475,33.18641,-0.06358434,-0.06658046,0.001664512,0.01331609,-0.01764382,3.52276,32.80373,32.76206,33.2688,33.18172,-0.06425014,-0.06658046,0.001664512,0.0139819,-0.01697802,3.503292,13.3,7.081
"2014-10-06 08:55:00",46662,290.4745,289.959,0.1864524,1.781294,-2.002405,265.3741,0.625,0.655,0.009,0.022,0.049,0.837,291.3,290.8,0.189,1.831,-1.965,266.6,289.1,288.4,0.151,1.706,-2.119,264,32.81789,32.76463,33.27849,33.17727,-0.06058826,-0.06225277,0.00133161,0.01431481,-0.01697803,3.523422,32.855,32.76232,33.31625,33.17493,-0.05925665,-0.06058826,0.001664513,0.01431481,-0.01764383,3.576054,32.86197,32.76,33.30681,33.17022,-0.05859084,-0.05958955,0.001664513,0.01431481,-0.01797674,3.574816,13.3,7.063
"2014-10-06 08:56:00",46663,291.1273,290.7176,0.2255072,1.713346,-2.193726,265.6185,0.093,0.064,0.029,0.055,0.047,0.297,291.3,290.9,0.265,1.789,-2.119,266.2,290.9,290.6,0.189,1.623,-2.311,265,32.86912,32.76019,33.36137,33.16808,-0.05925668,-0.06191991,0.001664513,0.01398191,-0.01897546,3.556092,32.87145,32.75788,33.37794,33.16338,-0.05958958,-0.06291861,0.001997416,0.01364901,-0.01930836,3.534313,32.88321,32.75803,33.38756,33.16354,-0.06025567,-0.06358472,0.00233033,0.01298327,-0.01997426,3.568894,13.3,7.045
"2014-10-06 08:57:00",46664,291.2476,290.8073,0.2840895,1.513657,-2.29196,266.1528,0.088,0.073,0.03,0.075,0.033,0.192,291.4,290.9,0.34,1.623,-2.234,266.6,291,290.6,0.227,1.373,-2.35,265.8,32.86928,32.75803,33.36626,33.16118,-0.05925696,-0.062586,0.002663234,0.01231746,-0.01997426,3.571369,32.88567,32.76047,33.35693,33.16366,-0.05925693,-0.06192016,0.002330329,0.01165164,-0.01997425,3.575753,32.90194,32.76279,33.34747,33.16601,-0.06025564,-0.06192016,0.002330329,0.01098584,-0.01930844,3.571381,13.3,7.028
"2014-10-06 08:58:00",46665,291.131,290.5732,0.2544836,1.270279,-2.127606,266.2021,0.178,0.177,0.018,0.059,0.046,0.264,291.6,291,0.302,1.373,-2.042,266.9,290.8,290.3,0.227,1.206,-2.234,265.7,32.8974,32.76752,33.34049,33.16847,-0.058924,-0.06058853,0.002330328,0.01032002,-0.01830972,3.595562,32.90437,32.77446,33.35231,33.17316,-0.06125433,-0.06325176,0.002330328,0.00998712,-0.01797681,3.566029,32.90714,32.77953,33.35512,33.17831,-0.06058851,-0.06225302,0.002330327,0.009654213,-0.01797681,3.581367,13.3,7.011
"2014-10-06 08:59:00",46666,290.9463,290.532,0.2588932,1.136457,-2.118619,265.8037,0.105,0.153,0.027,0.048,0.034,0.252,291.1,290.8,0.302,1.206,-2.08,266.4,290.7,290.2,0.227,1.04,-2.196,265.3,32.96069,32.78647,33.43567,33.18301,-0.06325173,-0.06591497,0.002330327,0.009321309,-0.01830971,3.550514,33.00266,32.79111,33.45702,33.19006,-0.06391755,-0.06558207,0.001997423,0.008988405,-0.01830971,3.558763,32.99602,32.7984,33.48351,33.19512,-0.06325199,-0.06624813,0.002663241,0.008322629,-0.0189756,3.544239,13.3,6.994
