"TOA5","SKY_CR3000","CR3000","8097","CR3000.Std.25","CPU:NSAC1_SKY_141009.CR3","9121","Table213"
"TIMESTAMP","RECORD","PIR1_Wm2_Avg","PIR2_Wm2_Avg","BW_DD_Wm2_Avg","NIP_Wm2_Avg","PSPDS_Wm2_Avg","IRT_K_Avg","PIR1_Wm2_Std","PIR2_Wm2_Std","BW_DD_Wm2_Std","NIP_Wm2_Std","PSPDS_Wm2_Std","IRT_K_Std","PIR1_Wm2_Max","PIR2_Wm2_Max","BW_DD_Wm2_Max","NIP_Wm2_Max","PSPDS_Wm2_Max","IRT_K_Max","PIR1_Wm2_Min","PIR2_Wm2_Min","BW_DD_Wm2_Min","NIP_Wm2_Min","PSPDS_Wm2_Min","IRT_K_Min","SAMP20(1)","SAMP20(2)","SAMP20(3)","SAMP20(4)","SAMP20(5)","SAMP20(6)","SAMP20(7)","SAMP20(8)","SAMP20(9)","SAMP20(10)","SAMP40(1)","SAMP40(2)","SAMP40(3)","SAMP40(4)","SAMP40(5)","SAMP40(6)","SAMP40(7)","SAMP40(8)","SAMP40(9)","SAMP40(10)","Dome1_R_O","Case1_R_O","Dome2_R_O","Case2_R_O","Net1_mV","Net2_mV","BW_DD_mV","NIP_mV","PSPDS_mV","IRT_V","Batt_V_Min","CR3Temp_C_Avg"
"TS","RN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","Avg","Avg","Avg","Avg","Avg","Avg","Std","Std","Std","Std","Std","Std","Max","Max","Max","Max","Max","Max","Min","Min","Min","Min","Min","Min","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Min","Avg"
"2015-01-13 02:00:00",188807,153.7266,152.2052,0.4874339,4.51051,-2.371269,182.7247,0.051,0.047,0.016,0.032,0.022,0.679,153.8,152.3,0.496,4.584,-2.312,184.1,153.6,152.1,0.458,4.459,-2.389,180.9,104.4507,103.4808,105.1232,104.0916,-0.2425579,-0.2568651,0.004325449,0.0359345,-0.02062907,0.3544782,104.4636,103.4681,105.1622,104.0788,-0.2435561,-0.2575306,0.004325449,0.03560178,-0.02029634,0.3836744,104.4507,103.4554,105.1752,104.0788,-0.2428906,-0.2575306,0.004325449,0.03560178,-0.02029634,0.3844167,13.1,12.96
"2015-01-13 02:01:00",188808,153.7439,152.2075,0.4969763,4.408497,-2.35269,182.7738,0.064,0.049,0.007,0.034,0.023,0.786,153.9,152.3,0.534,4.501,-2.312,184.5,153.6,152.1,0.496,4.334,-2.389,180.1,104.4475,103.4649,105.198,104.0756,-0.2428942,-0.2575344,0.004325513,0.03526957,-0.02029664,0.3515126,104.4475,103.4649,105.1589,104.0883,-0.2432269,-0.2572016,0.004325513,0.03526957,-0.02029664,0.3402134,104.445,103.4751,105.1695,104.0731,-0.242897,-0.2572047,0.004325564,0.03493724,-0.02029688,0.3970443,13.11,12.78
"2015-01-13 02:02:00",188809,153.704,152.1633,0.4957131,4.387729,-2.321255,182.7596,0.061,0.053,0,0.019,0.018,0.717,153.9,152.3,0.496,4.418,-2.274,184.5,153.6,152,0.496,4.376,-2.351,181.1,104.445,103.4751,105.1695,104.0987,-0.242897,-0.2575374,0.004325564,0.03493724,-0.02029688,0.3741981,104.402,103.4834,105.165,104.1071,-0.2429003,-0.2572081,0.004325622,0.03493771,-0.01996441,0.3734595,104.402,103.4834,105.139,104.0942,-0.2425676,-0.2568754,0.004325622,0.03527045,-0.01996441,0.3401384,13.11,12.59
"2015-01-13 02:03:00",188810,153.7132,152.1724,0.4855539,4.447548,-2.302673,182.9315,0.051,0.048,0.017,0.022,0.017,0.695,153.9,152.3,0.496,4.501,-2.274,185.2,153.6,152,0.458,4.418,-2.312,181.4,104.4242,103.4799,105.1615,104.1036,-0.2425712,-0.2568792,0.004325686,0.03560373,-0.01996471,0.3488028,104.3985,103.4673,105.1485,104.1036,-0.2425712,-0.2568792,0.003992941,0.03560373,-0.01996471,0.3835264,104.383,103.4773,105.1328,104.1137,-0.2425741,-0.2572151,0.004325738,0.03560415,-0.0196322,0.3509521,13.12,12.38
"2015-01-13 02:04:00",188811,153.7005,152.1523,0.4703103,4.478896,-2.295653,182.8353,0.056,0.052,0.02,0.021,0.019,0.716,153.9,152.3,0.496,4.501,-2.274,184.2,153.6,152,0.419,4.459,-2.312,181.2,104.383,103.4519,105.1068,104.101,-0.2425741,-0.2568823,0.004325738,0.03560415,-0.01996495,0.3805624,104.383,103.4519,105.1068,104.0882,-0.2425741,-0.2565496,0.00366024,0.0359369,-0.01996495,0.3562308,104.3682,103.4626,105.1178,104.0989,-0.2422457,-0.2568869,0.003993061,0.03593755,-0.0199653,0.383374,13.12,12.17
"2015-01-13 02:05:00",188812,153.7475,152.2167,0.4550675,4.527624,-2.30213,182.7093,0.046,0.052,0.015,0.02,0.017,0.801,153.8,152.3,0.496,4.543,-2.274,184.6,153.6,152.1,0.419,4.501,-2.312,181,104.3553,103.45,105.0788,104.0862,-0.2422457,-0.2562214,0.003993061,0.0362703,-0.0199653,0.345845,104.3565,103.4512,105.08,104.0873,-0.2425829,-0.2565589,0.003660373,0.03627097,-0.01963291,0.4176945,104.318,103.4385,105.028,104.0745,-0.2419174,-0.2562261,0.003660373,0.03627097,-0.01996567,0.3376859,13.13,11.95
"2015-01-13 02:06:00",188813,153.7816,152.2327,0.4417325,4.54928,-2.306688,182.8999,0.053,0.049,0.021,0.015,0.015,0.737,153.9,152.3,0.496,4.585,-2.274,184.5,153.7,152.1,0.419,4.543,-2.351,180.5,104.3549,103.4369,105.0525,104.073,-0.2422547,-0.256231,0.00399321,0.03627166,-0.01996605,0.3783575,104.3421,103.4116,105.0655,104.073,-0.2422547,-0.256231,0.00399321,0.03627166,-0.01996605,0.3909777,104.3308,103.4131,105.054,104.0618,-0.2422604,-0.256237,0.003660528,0.03627251,-0.01996652,0.3513905,13.13,11.73
"2015-01-13 02:07:00",188814,153.79,152.244,0.4582717,4.54525,-2.308685,182.8851,0.052,0.054,0.016,0.012,0.02,0.746,153.9,152.4,0.496,4.585,-2.274,184.7,153.7,152.1,0.419,4.502,-2.351,181.4,104.3051,103.4005,105.0411,104.0618,-0.2422604,-0.2565698,0.003993304,0.03627251,-0.01996652,0.3610414,104.3321,103.4018,105.0554,104.0631,-0.2425978,-0.2565746,0.003993379,0.03627319,-0.01996689,0.4071579,104.3578,103.3891,105.0684,104.0503,-0.2429305,-0.2565746,0.003993379,0.03627319,-0.01996689,0.367564,13.14,11.5
