0 1 020 4.16 06 06 09
4    3 329995 411219
4    4 327805 408616
4    5 325994 405957
4    6 328023 408535
4    7 330011 411178
4    8 332234 413797
4    9 334198 416254
4   10 326035 405933
1 14 12 10 17 40 32 84    2    0 305.70 306.77 261.37 251.49 191.20 157.58 457873 554365 558729 648424
2    1 14 12 10 17 40 32 84   0.240   0.0016  11.10  12.19  -1.00 326051 405965
2    2 14 12 10 17 40 52 55   0.248   0.0013  11.10  12.02  -1.00 326051 405868
3 14 12 10 17 40 32 84 10 191.33 157.67 0.999 0.999   0.232   0.0013  10.87  11.98
4    1 334352 416586
4    2 332444 414201
4    3 329995 411227
4    4 327821 408673
4    5 326051 405965
4    6 327983 408584
4    7 329987 411073
4    8 332153 413700
4    9 334206 416263
4   10 326051 405868
1 14 12 10 17 41 24 87    2    0 305.70 306.78 261.37 251.49 191.20 157.58 457889 554389 558762 648432
2    1 14 12 10 17 41 24 87   0.234   0.0014  10.94  12.05  -1.00 325978 405908
2    2 14 12 10 17 41 44 58   0.238   0.0012  10.94  11.97  -1.00 325978 405860
3 14 12 10 17 41 24 87 10 191.21 157.53 0.999 0.999   0.231   0.0014  10.92  12.06
4    1 334303 416642
4    2 332436 414226
4    3 329939 411203
4    4 327805 408649
4    5 325978 405908
4    6 327950 408406
4    7 329963 411098
4    8 332153 413725
4    9 334206 416271
4   10 325978 405860
1 14 12 10 17 42 16 86    2    0 305.70 306.77 261.38 251.51 191.20 157.58 457873 554365 558802 648488
2    1 14 12 10 17 42 16 86   0.241   0.0012  11.00  11.99  -1.00 325986 405836
2    2 14 12 10 17 42 36 86   0.237   0.0013  10.97  12.03  -1.00 325970 405860
3 14 12 10 17 42 16 86 10 191.35 157.69 0.999 1.000   0.233   0.0013  10.90  12.01
4    1 334279 416521
4    2 332363 414056
4    3 329971 411186
4    4 327772 408657
4    5 325986 405836
4    6 327983 408519
4    7 330003 411081
4    8 332186 413725
4    9 334214 416319
4   10 325970 405860
1 14 12 10 17 43 09 39    2    0 305.70 306.77 261.38 251.49 191.20 157.58 457937 554421 558843 648319
2    1 14 12 10 17 43 09 39   0.227   0.0012  10.79  11.94  -1.00 325938 405876
2    2 14 12 10 17 43 29 31   0.239   0.0010  10.88  11.85  -1.00 325986 405820
3 14 12 10 17 43 09 39 10 191.19 157.26 0.999 1.000   0.233   0.0013  10.91  12.01
4    1 334231 416424
4    2 332299 414007
4    3 329890 411154
4    4 327740 408495
4    5 325938 405876
4    6 327934 408430
4    7 330003 411130
4    8 332226 413733
4    9 334230 416319
4   10 325986 405820
1 14 12 10 17 44 01 59    2    0 305.70 306.77 261.38 251.49 191.20 157.58 457865 554373 558729 648375
2    1 14 12 10 17 44 01 59   0.240   0.0014  11.06  12.12  -1.00 326010 405933
2    2 14 12 10 17 44 21 50   0.247   0.0013  11.10  12.03  -1.00 326027 405884
3 14 12 10 17 44 01 59 10 191.38 157.58 0.999 1.000   0.228   0.0012  10.80  11.96
4    1 334206 416448
4    2 332234 413878
4    3 329890 411065
4    4 327732 408503
4    5 326010 405933
4    6 328015 408552
4    7 329971 411130
4    8 332177 413773
4    9 334174 416351
4   10 326027 405884
1 14 12 10 17 44 53 69    2    0 305.70 306.76 261.38 251.49 191.20 157.59 457832 554413 558770 648456
2    1 14 12 10 17 44 53 69   0.247   0.0012  11.06  11.98  -1.00 325970 405892
2    2 14 12 10 17 45 13 66   0.249   0.0013  11.14  12.06  -1.00 326010 405941
3 14 12 10 17 44 53 69 10 191.53 157.67 0.999 1.000   0.232   0.0011  10.80  11.87
4    1 334150 416343
4    2 332161 413902
4    3 329858 411090
4    4 327740 408649
4    5 325970 405892
4    6 327974 408495
4    7 329947 411033
4    8 332145 413741
4    9 334198 416287
4   10 326010 405941
1 14 12 10 17 45 46 02    2    0 305.70 306.77 261.39 251.47 191.20 157.59 457913 554389 558737 648400
2    1 14 12 10 17 45 46 02   0.239   0.0012  10.95  11.97  -1.00 325994 405860
2    2 14 12 10 17 46 05 93   0.242   0.0012  10.98  11.94  -1.00 326010 405844
3 14 12 10 17 45 46 02 10 191.18 157.46 1.000 1.000   0.226   0.0014  10.85  12.06
4    1 334198 416456
4    2 332202 413999
4    3 329979 411235
4    4 327821 408640
4    5 325994 405860
4    6 327966 408560
4    7 329987 411122
4    8 332218 413902
4    9 334287 416481
4   10 326010 405844
1 14 12 10 17 46 38 21    2    0 305.70 306.76 261.39 251.45 191.20 157.59 457889 554389 558778 648416
2    1 14 12 10 17 46 38 21   0.236   0.0011  10.86  11.88  -1.00 325921 405811
2    2 14 12 10 17 46 58 09   0.235   0.0014  10.98  12.10  -1.00 325986 405941
3 14 12 10 17 46 38 21 10 191.21 157.50 1.000 1.000   0.231   0.0014  10.93  12.08
4    1 334263 416545
4    2 332266 413959
4    3 329939 411090
4    4 327748 408552
4    5 325921 405811
4    6 328007 408543
4    7 330084 411332
4    8 332266 414016
4    9 334255 416408
4   10 325986 405941
1 14 12 10 17 47 30 50    2    0 305.70 306.76 261.39 251.46 191.20 157.59 457848 554429 558786 648472
2    1 14 12 10 17 47 30 50   0.238   0.0016  11.08  12.20  -1.00 325994 406038
2    2 14 12 10 17 47 50 48   0.253   0.0013  11.18  12.04  -1.00 326043 405941
3 14 12 10 17 47 30 50 10 191.56 157.73 1.000 1.000   0.231   0.0011  10.80  11.88
4    1 334198 416424
4    2 332161 413830
4    3 329922 411081
4    4 327772 408616
4    5 325994 406038
4    6 328007 408616
4    7 330036 411267
4    8 332194 413822
4    9 334206 416416
4   10 326043 405941
1 14 12 10 17 48 22 85    2    0 305.70 306.76 261.39 251.46 191.20 157.59 457953 554365 558794 648464
2    1 14 12 10 17 48 22 85   0.231   0.0015  10.94  12.11  -1.00 326027 405917
2    2 14 12 10 17 48 42 56   0.225   0.0016  10.91  12.17  -1.00 326010 405957
3 14 12 10 17 48 22 85 10 191.22 157.79 1.000 1.000   0.227   0.0012  10.80  11.96
4    1 334214 416465
4    2 332218 414015
4    3 329987 411235
4    4 327837 408673
4    5 326027 405917
4    6 328023 408640
4    7 329987 411170
4    8 332194 413910
4    9 334222 416384
4   10 326010 405957
1 14 12 10 17 49 14 80    2    0 305.70 306.76 261.39 251.44 191.20 157.59 457913 554389 558794 648416
2    1 14 12 10 17 49 14 80   0.237   0.0013  10.96  12.01  -1.00 325994 405884
2    2 14 12 10 17 49 34 68   0.231   0.0017  11.02  12.24  -1.00 326027 406022
3 14 12 10 17 49 14 80 10 191.31 157.64 1.000 1.000   0.229   0.0013  10.85  11.99
4    1 334287 416553
4    2 332258 414016
4    3 330084 411292
4    4 327853 408754
4    5 325994 405884
4    6 328023 408552
4    7 330011 411195
4    8 332202 413894
4    9 334231 416424
4   10 326027 406022
1 14 12 10 17 50 06 71    2    0 305.70 306.76 261.39 251.42 191.20 157.59 457873 554413 558721 648391
2    1 14 12 10 17 50 06 71   0.246   0.0013  11.06  12.00  -1.00 326010 405908
2    2 14 12 10 17 50 26 62   0.243   0.0012  11.01  11.99  -1.00 325986 405900
3 14 12 10 17 50 06 71 10 191.28 157.43 1.000 1.000   0.226   0.0014  10.85  12.07
4    1 334287 416675
4    2 332299 414056
4    3 329987 411219
4    4 327845 408713
4    5 326010 405908
4    6 328031 408535
4    7 330011 411187
4    8 332169 413822
4    9 334198 416416
4   10 325986 405900
1 14 12 10 17 50 58 86    2    0 305.70 306.76 261.39 251.40 191.20 157.59 457873 554381 558754 648375
2    1 14 12 10 17 50 58 86   0.237   0.0015  11.02  12.11  -1.00 325994 405949
2    2 14 12 10 17 51 18 79   0.240   0.0014  11.04  12.09  -1.00 326002 405933
3 14 12 10 17 50 58 86 10 191.33 157.59 1.000 1.000   0.231   0.0012  10.86  11.98
4    1 334247 416562
4    2 332218 413999
4    3 329947 411195
4    4 327764 408632
4    5 325994 405949
4    6 327974 408632
4    7 330019 411227
4    8 332210 413789
4    9 334230 416384
4   10 326002 405933
1 14 12 10 17 51 50 98    2    0 305.70 306.76 261.39 251.40 191.20 157.59 457897 554349 558802 648416
2    1 14 12 10 17 51 50 98   0.237   0.0015  11.06  12.17  -1.00 326035 405949
2    2 14 12 10 17 52 10 78   0.233   0.0016  11.01  12.19  -1.00 326010 405957
3 14 12 10 17 51 50 98 10 191.44 157.79 1.000 1.000   0.228   0.0012  10.79  11.93
4    1 334206 416456
4    2 332177 413854
4    3 329955 411146
4    4 327772 408649
4    5 326035 405949
4    6 327974 408560
4    7 329979 411114
4    8 332169 413846
4    9 334174 416400
4   10 326010 405957
1 14 12 10 17 52 43 17    2    0 305.70 306.76 261.39 251.39 191.20 157.59 457889 554349 558851 648343
2    1 14 12 10 17 52 43 17   0.235   0.0015  11.01  12.14  -1.00 325994 405933
2    2 14 12 10 17 53 03 06   0.238   0.0014  11.02  12.10  -1.00 326002 405908
3 14 12 10 17 52 43 17 10 191.52 157.60 1.000 1.000   0.226   0.0013  10.79  11.97
4    1 334206 416513
4    2 332121 413959
4    3 329987 411235
4    4 327837 408689
4    5 325994 405933
4    6 327983 408511
4    7 330027 411211
4    8 332202 413830
4    9 334182 416351
4   10 326002 405908
1 14 12 10 17 53 35 34    2    0 305.70 306.76 261.38 251.43 191.20 157.59 457913 554421 558810 648416
2    1 14 12 10 17 53 35 34   0.237   0.0013  10.94  12.00  -1.00 325986 405925
2    2 14 12 10 17 53 55 38   0.238   0.0012  10.91  11.93  -1.00 325970 405884
3 14 12 10 17 53 35 34 10 191.28 157.50 1.000 1.000   0.230   0.0013  10.85  11.99
4    1 334231 416513
4    2 332250 413967
4    3 330003 411195
4    4 327805 408624
4    5 325986 405925
4    6 328023 408689
4    7 330003 411211
4    8 332210 413935
4    9 334222 416392
4   10 325970 405884
1 14 12 10 17 54 27 65    2    0 305.70 306.76 261.38 251.45 191.20 157.59 457897 554397 558754 648367
2    1 14 12 10 17 54 27 65   0.235   0.0015  11.01  12.13  -1.00 326010 405989
2    2 14 12 10 17 54 47 57   0.243   0.0014  11.09  12.11  -1.00 326051 405973
3 14 12 10 17 54 27 65 10 191.33 157.57 1.000 1.000   0.228   0.0013  10.82  11.98
4    1 334206 416465
4    2 332194 413983
4    3 329987 411203
4    4 327797 408640
4    5 326010 405989
4    6 328096 408665
4    7 330100 411292
4    8 332258 413991
4    9 334295 416489
4   10 326051 405973
1 14 12 10 17 55 19 81    2    0 305.70 306.76 261.38 251.46 191.20 157.59 457897 554413 558737 648448
2    1 14 12 10 17 55 19 81   0.236   0.0015  11.00  12.12  -1.00 326010 405997
2    2 14 12 10 17 55 39 85   0.242   0.0014  11.07  12.09  -1.00 326043 405981
3 14 12 10 17 55 19 81 10 191.26 157.62 1.000 1.000   0.228   0.0014  10.86  12.04
4    1 334239 416521
4    2 332250 413951
4    3 329987 411235
4    4 327853 408673
4    5 326010 405997
4    6 328055 408657
4    7 330100 411292
4    8 332274 414032
4    9 334319 416650
4   10 326043 405981
1 14 12 10 17 56 12 26    2    0 305.70 306.76 261.38 251.46 191.20 157.59 457873 554340 558705 648383
2    1 14 12 10 17 56 12 26   0.232   0.0017  11.04  12.24  -1.00 326010 405997
2    2 14 12 10 17 56 32 18   0.233   0.0016  11.04  12.22  -1.00 326010 405989
3 14 12 10 17 56 12 26 10 191.23 157.72 1.000 1.000   0.229   0.0014  10.88  12.05
4    1 334279 416642
4    2 332202 414007
4    3 330019 411348
4    4 327845 408851
4    5 326010 405997
4    6 328063 408689
4    7 330084 411316
4    8 332274 414040
4    9 334328 416594
4   10 326010 405989
1 14 12 10 17 57 04 57    2    0 305.70 306.76 261.38 251.45 191.20 157.59 457889 554413 558762 648480
2    1 14 12 10 17 57 04 57   0.240   0.0015  11.06  12.12  -1.00 326035 405997
2    2 14 12 10 17 57 24 53   0.240   0.0015  11.06  12.12  -1.00 326035 405997
3 14 12 10 17 57 04 57 10 191.38 157.72 1.000 1.000   0.227   0.0013  10.81  11.98
4    1 334287 416610
4    2 332266 414015
4    3 330076 411389
4    4 327861 408746
4    5 326035 405997
4    6 328039 408721
4    7 330116 411300
4    8 332218 414007
4    9 334190 416448
4   10 326035 405997
1 14 12 10 17 57 56 81    2    0 305.69 306.76 261.38 251.42 191.20 157.59 457848 554413 558762 648505
2    1 14 12 10 17 57 56 81   0.242   0.0016  11.15  12.22  -1.00 326043 406054
2    2 14 12 10 17 58 16 60   0.246   0.0013  11.09  12.04  -1.00 326010 405949
3 14 12 10 17 57 56 81 10 191.46 157.78 1.000 1.000   0.232   0.0012  10.86  11.97
4    1 334344 416626
4    2 332234 413983
4    3 330003 411267
4    4 327821 408826
4    5 326043 406054
4    6 327999 408608
4    7 329987 411187
4    8 332169 413935
4    9 334239 416432
4   10 326010 405949
1 14 12 10 17 58 48 84    2    0 305.69 306.76 261.38 251.38 191.20 157.59 457832 554405 558762 648367
2    1 14 12 10 17 58 48 84   0.250   0.0013  11.15  12.06  -1.00 326027 405957
2    2 14 12 10 17 59 08 67   0.245   0.0012  11.05  11.99  -1.00 325970 405917
3 14 12 10 17 58 48 84 10 191.48 157.47 1.000 1.000   0.229   0.0013  10.86  12.02
4    1 334263 416659
4    2 332226 414007
4    3 329995 411154
4    4 327764 408705
4    5 326027 405957
4    6 327950 408503
4    7 329995 411162
4    8 332186 413870
4    9 334206 416335
4   10 325970 405917
1 14 12 10 17 59 40 71    2    0 305.70 306.76 261.37 251.35 191.20 157.59 457856 554365 558721 648375
2    1 14 12 10 17 59 40 71   0.234   0.0016  11.04  12.20  -1.00 325994 406005
2    2 14 12 10 18 00 00 51   0.238   0.0015  11.06  12.16  -1.00 326002 405981
3 14 12 10 17 59 40 71 10 191.36 157.69 1.000 1.000   0.227   0.0012  10.80  11.96
4    1 334198 416545
4    2 332226 413983
4    3 329995 411292
4    4 327780 408713
4    5 325994 406005
4    6 327991 408592
4    7 330003 411219
4    8 332129 413918
4    9 334174 416416
4   10 326002 405981
