"TOA5","GND_CR3000","CR3000","8096","CR3000.Std.25","CPU:NSAC1_GND_140919.CR3","11856","Table213"
"TIMESTAMP","RECORD","PIR_Wm2_Avg","US_Wm2_Avg","IRT_K_Avg","PIR_Wm2_Std","US_Wm2_Std","IRT_K_Std","PIR_Wm2_Max","US_Wm2_Max","IRT_K_Max","PIR_Wm2_Min","US_Wm2_Min","IRT_K_Min","SAMP20(1)","SAMP20(2)","SAMP20(3)","SAMP20(4)","SAMP20(5)","SAMP40(1)","SAMP40(2)","SAMP40(3)","SAMP40(4)","SAMP40(5)","Dome_R_O","Case_R_O","Net_mV","US_mV","IRT_V","Batt_V_Min","CR3Temp_C_Avg"
"2014-12-10 17:25:00",117952,210.1811,0.9567799,244.0713,0.049,0.077,0.086,210.3,1.048,244.3,210.1,0.815,243.8,76.44543,75.34043,-0.1187047,0.008025108,0.8332735,76.42715,75.33016,-0.1190382,0.008359423,0.8385644,76.4194,75.32256,-0.1190382,0.009028177,0.8398892,13.31,12.11
"2014-12-10 17:26:00",117953,210.1882,1.174778,244.1478,0.055,0.061,0.097,210.3,1.281,244.5,210.1,1.087,244,76.40012,75.30372,-0.1190374,0.00969687,0.8451816,76.39234,75.30372,-0.1193718,0.01036562,0.8387236,76.37386,75.27049,-0.1190369,0.01103431,0.8346615,13.31,12.2
"2014-12-10 17:27:00",117954,210.2492,1.328083,244.1209,0.047,0.037,0.093,210.3,1.358,244.3,210.1,1.242,243.9,76.37386,75.27049,-0.1193712,0.01136869,0.8398776,76.35836,75.26293,-0.1190369,0.01170306,0.8345788,76.34975,75.24693,-0.1193702,0.01170296,0.8327461,13.31,12.28
"2014-12-10 17:28:00",117955,210.3262,1.368178,244.0673,0.054,0.018,0.1,210.4,1.436,244.2,210.2,1.358,243.8,76.34199,75.24693,-0.1190359,0.01170296,0.8372171,76.33825,75.22816,-0.1190351,0.01170289,0.8345623,76.3073,75.2206,-0.1187007,0.01203725,0.8332376,13.31,12.37
"2014-12-10 17:29:00",117956,210.4011,1.385633,244.108,0.059,0.025,0.086,210.5,1.436,244.4,210.3,1.358,243.9,76.31203,75.20254,-0.1187001,0.01170283,0.8333127,76.3043,75.18742,-0.1190345,0.01203719,0.8372868,76.28488,75.19115,-0.1186991,0.01170273,0.8320646,13.31,12.45
"2014-12-10 17:30:00",117957,210.5415,1.388205,244.1657,0.046,0.033,0.116,210.7,1.436,244.5,210.4,1.358,244,76.27714,75.16848,-0.1183647,0.01170273,0.83074,76.25852,75.16541,-0.118364,0.01203701,0.8386831,76.26624,75.15029,-0.118364,0.01237137,0.8360337,13.3,12.53
"2014-12-10 17:31:00",117958,210.6961,1.459998,244.2648,0.084,0.028,0.102,210.8,1.514,244.5,210.5,1.436,244.1,76.25852,75.15029,-0.118364,0.01237137,0.8398421,76.21737,75.13275,-0.1176946,0.01270567,0.8451333,76.20966,75.12519,-0.1173602,0.01270567,0.846458,13.3,12.62
"2014-12-10 17:32:00",117959,210.8975,1.513679,244.3054,0.06,0.012,0.135,211,1.552,244.7,210.7,1.475,243.9,76.19994,75.10815,-0.1170254,0.01303997,0.8451273,76.19221,75.10059,-0.1170254,0.01303997,0.8491012,76.18134,75.08999,-0.1166906,0.01303992,0.8543915,13.3,12.7
"2014-12-10 17:33:00",117960,210.9764,1.553775,244.3305,0.07,0.029,0.09,211.2,1.591,244.6,210.9,1.514,244.1,76.15819,75.08243,-0.117025,0.01370864,0.8464437,76.14022,75.06488,-0.1163554,0.01337419,0.8491691,76.14022,75.05733,-0.1166898,0.01370854,0.8451952,13.3,12.78
"2014-12-10 17:34:00",117961,210.9926,1.58934,244.3207,0.05,0.019,0.1,211.1,1.63,244.6,210.9,1.552,244.1,76.14594,75.04032,-0.1166891,0.01370847,0.8424579,76.13052,75.04032,-0.1170235,0.01370847,0.8504056,76.12279,75.03277,-0.1170235,0.01370847,0.8386496,13.3,12.86
"2014-12-10 17:35:00",117962,210.8775,1.556338,244.2944,0.06,0.025,0.1,211,1.63,244.5,210.7,1.514,244.1,76.09655,75.01463,-0.1173573,0.01337405,0.8437782,76.10424,75.00711,-0.1176917,0.01337405,0.8411289,76.10945,75.00468,-0.1180251,0.01337395,0.8459272,13.3,12.94
"2014-12-10 17:36:00",117963,210.7672,1.512342,244.2303,0.06,0.021,0.095,210.9,1.552,244.6,210.6,1.436,244,76.10945,74.98962,-0.1183595,0.01337395,0.8412911,76.09049,74.98615,-0.1183593,0.01303958,0.8425302,76.09821,74.97864,-0.1186936,0.01303958,0.8557763,13.29,13.02
"2014-12-10 17:37:00",117964,210.6435,1.43277,244.2433,0.064,0.033,0.118,210.8,1.514,244.7,210.5,1.358,244,76.09539,74.96837,-0.1190273,0.01237081,0.8412035,76.09539,74.96083,-0.1190273,0.01237081,0.8465847,76.08694,74.96011,-0.1196949,0.0123707,0.8585007,13.29,13.1
"2014-12-10 17:38:00",117965,210.4808,1.370008,244.1708,0.065,0.018,0.094,210.6,1.397,244.5,210.4,1.358,244,76.08694,74.96011,-0.1200292,0.01170202,0.8438474,76.08694,74.96011,-0.1200292,0.01170202,0.8383006,76.09257,74.95056,-0.1203622,0.01170188,0.8439226,13.29,13.18
"2014-12-10 17:39:00",117966,210.3447,1.420447,244.1337,0.067,0.02,0.085,210.5,1.436,244.3,210.2,1.358,244,76.08485,74.9581,-0.1206966,0.01237056,0.8346505,76.08164,74.93238,-0.120696,0.0123705,0.8372936,76.08933,74.93238,-0.1210303,0.0123705,0.8386181,13.29,13.26
"2014-12-10 17:40:00",117967,210.1975,1.428195,244.0366,0.064,0.016,0.099,210.3,1.436,244.3,210,1.397,243.9,76.09449,74.92989,-0.121698,0.0123704,0.8319904,76.10219,74.92237,-0.121698,0.01203607,0.8346395,76.08474,74.9279,-0.1220316,0.01237032,0.833311,13.29,13.33
"2014-12-10 17:41:00",117968,209.9589,1.427533,243.9364,0.069,0.019,0.078,210.1,1.475,244.1,209.8,1.397,243.7,76.09244,74.92039,-0.1223659,0.01203599,0.8319865,76.0846,74.92028,-0.1230334,0.01237021,0.8280098,76.09232,74.92028,-0.1230334,0.01237021,0.8187379,13.28,13.41
"2014-12-10 17:42:00",117969,209.7878,1.433986,243.9091,0.079,0.008,0.124,210,1.436,244.2,209.7,1.397,243.7,76.09232,74.92779,-0.1233678,0.01237021,0.8240361,76.09838,74.92619,-0.1237012,0.01237012,0.8240337,76.1061,74.91869,-0.1237012,0.01237012,0.8280073,13.28,13.48
"2014-12-10 17:43:00",117970,209.6126,1.386116,243.8807,0.076,0.028,0.099,209.8,1.436,244.2,209.5,1.358,243.7,76.11098,74.92347,-0.1240353,0.01203577,0.8280019,76.11871,74.92347,-0.1247039,0.01170144,0.8227038,76.13034,74.91982,-0.1250381,0.01170143,0.8372693,13.28,13.56
"2014-12-10 17:44:00",117971,209.5032,1.297498,243.8884,0.048,0.035,0.104,209.6,1.358,244.2,209.4,1.242,243.7,76.13034,74.92732,-0.1250381,0.0113671,0.8319712,76.13655,74.91833,-0.1250374,0.01103271,0.8253417,76.15199,74.93337,-0.1250374,0.01069839,0.8279908,13.28,13.63
"2014-12-10 17:45:00",117972,209.4759,1.170717,243.8044,0.063,0.046,0.116,209.6,1.281,244.1,209.4,1.125,243.6,76.14153,74.93073,-0.1257056,0.01036402,0.8252534,76.14925,74.93073,-0.1250369,0.009695374,0.8226872,76.15695,74.93824,-0.1257056,0.009695374,0.8207004,13.28,13.7
"2014-12-10 17:46:00",117973,209.5012,1.094388,243.8333,0.06,0.024,0.1,209.6,1.125,244.1,209.4,1.048,243.6,76.17019,74.9361,-0.1257051,0.009361019,0.8253318,76.16248,74.9361,-0.1250365,0.009361019,0.8226828,76.19161,74.93442,-0.1257048,0.009026672,0.8200303,13.28,13.77
"2014-12-10 17:47:00",117974,209.685,1.041345,243.8598,0.086,0.016,0.118,209.8,1.087,244.1,209.5,1.009,243.6,76.18391,74.93442,-0.1247018,0.009026672,0.8307091,76.17323,74.9466,-0.1243667,0.009026615,0.829299,76.18097,74.93156,-0.124701,0.009026615,0.8173785,13.28,13.84
"2014-12-10 17:48:00",117975,209.8837,1.028397,243.9576,0.087,0.021,0.114,210.1,1.087,244.4,209.7,1.009,243.6,76.20023,74.94283,-0.1243655,0.008692216,0.8332668,76.20797,74.95037,-0.1240312,0.008692216,0.8280516,76.22183,74.95637,-0.1236955,0.009026427,0.8398811,13.28,13.91
"2014-12-10 17:49:00",117976,210.1485,1.00251,244.0486,0.072,0.024,0.099,210.3,1.048,244.4,210,0.931,243.9,76.22958,74.95637,-0.1236955,0.008692115,0.8319343,76.22958,74.96388,-0.1230268,0.008692115,0.8345832,76.22678,74.95367,-0.1230257,0.008357725,0.8280407,13.27,13.97
"2014-12-10 17:50:00",117977,210.2279,0.8809079,244.0751,0.059,0.043,0.11,210.3,0.97,244.4,210.1,0.815,243.8,76.21133,74.96873,-0.1223571,0.008023417,0.8387192,76.21687,74.97409,-0.1223567,0.007354774,0.8334154,76.23229,74.97409,-0.1223567,0.007354774,0.8465772,13.27,14.04
"2014-12-10 17:51:00",117978,210.1996,0.8867248,244.0919,0.052,0.042,0.11,210.3,0.97,244.5,210.1,0.815,243.9,76.23823,74.98739,-0.1226907,0.007354754,0.8320036,76.23823,74.98739,-0.1226907,0.008023368,0.8332453,76.25225,74.98602,-0.1230242,0.008357624,0.8398638,13.27,14.1
"2014-12-10 17:52:00",117979,210.128,1.018013,244.0556,0.047,0.032,0.121,210.2,1.087,244.5,210,0.97,243.8,76.25999,74.99353,-0.1230242,0.008691928,0.836056,76.24338,74.99995,-0.1230241,0.008691921,0.8359666,76.25883,74.99995,-0.1230241,0.009026226,0.8358839,13.27,14.17
"2014-12-10 17:53:00",117980,210.1198,1.10726,244.0486,0.047,0.032,0.084,210.2,1.164,244.2,210,1.048,243.9,76.25883,75.01501,-0.1230241,0.009360529,0.8307517,76.25638,75.01263,-0.1226887,0.009694747,0.8332299,76.27184,75.02769,-0.123023,0.01002905,0.8386931,13.27,14.23
"2014-12-10 17:54:00",117981,210.1161,1.166107,244.0545,0.052,0.013,0.111,210.2,1.203,244.2,210,1.125,243.8,76.27608,75.03185,-0.1226883,0.01002902,0.8386855,76.28381,75.02431,-0.1230226,0.01002902,0.8319806,76.29652,75.02916,-0.1230218,0.01002895,0.8359513,13.27,14.29
"2014-12-10 17:55:00",117982,210.2545,1.194555,244.0976,0.08,0.019,0.077,210.4,1.242,244.3,210.1,1.164,243.9,76.30424,75.03668,-0.1226875,0.01036325,0.8318953,76.30974,75.04955,-0.1223526,0.0103632,0.8373529,76.3252,75.04955,-0.1223526,0.0103632,0.8313931,13.26,14.35
"2014-12-10 17:56:00",117983,210.5033,1.20684,244.1489,0.075,0.014,0.116,210.6,1.242,244.4,210.3,1.164,243.9,76.33114,75.04781,-0.121684,0.0103632,0.8306437,76.32341,75.05534,-0.1210154,0.0103632,0.8386728,76.32341,75.07043,-0.1210154,0.0103632,0.8386728,13.27,14.41
"2014-12-10 17:57:00",117984,210.6398,1.125984,244.2012,0.071,0.05,0.116,210.8,1.203,244.5,210.5,1.009,243.9,76.30344,75.06609,-0.1206801,0.01002882,0.8372621,76.31118,75.08115,-0.1203458,0.009694522,0.8438013,76.31686,75.07917,-0.1200102,0.008691546,0.8451228,13.26,14.47
"2014-12-10 17:58:00",117985,210.7196,0.9422982,244.2467,0.055,0.057,0.086,210.8,1.048,244.5,210.6,0.854,244.1,76.32462,75.07917,-0.1203445,0.008691546,0.8412324,76.33845,75.08514,-0.1200096,0.00768864,0.839823,76.34621,75.08514,-0.1200096,0.00768864,0.8479348,13.26,14.53
"2014-12-10 17:59:00",117986,210.7782,0.8110059,244.303,0.036,0.033,0.106,210.8,0.892,244.7,210.7,0.776,244.1,76.35264,75.09893,-0.1200092,0.007020037,0.8424665,76.35264,75.09893,-0.1200092,0.00668575,0.8451152,76.3578,75.10397,-0.1200088,0.00668573,0.8412206,13.26,14.58
