"TOA5","SKY_CR3000","CR3000","8097","CR3000.Std.25","CPU:NSAC1_SKY_141009.CR3","9121","Table213"
"TIMESTAMP","RECORD","PIR1_Wm2_Avg","PIR2_Wm2_Avg","BW_DD_Wm2_Avg","NIP_Wm2_Avg","PSPDS_Wm2_Avg","IRT_K_Avg","PIR1_Wm2_Std","PIR2_Wm2_Std","BW_DD_Wm2_Std","NIP_Wm2_Std","PSPDS_Wm2_Std","IRT_K_Std","PIR1_Wm2_Max","PIR2_Wm2_Max","BW_DD_Wm2_Max","NIP_Wm2_Max","PSPDS_Wm2_Max","IRT_K_Max","PIR1_Wm2_Min","PIR2_Wm2_Min","BW_DD_Wm2_Min","NIP_Wm2_Min","PSPDS_Wm2_Min","IRT_K_Min","SAMP20(1)","SAMP20(2)","SAMP20(3)","SAMP20(4)","SAMP20(5)","SAMP20(6)","SAMP20(7)","SAMP20(8)","SAMP20(9)","SAMP20(10)","SAMP40(1)","SAMP40(2)","SAMP40(3)","SAMP40(4)","SAMP40(5)","SAMP40(6)","SAMP40(7)","SAMP40(8)","SAMP40(9)","SAMP40(10)","Dome1_R_O","Case1_R_O","Dome2_R_O","Case2_R_O","Net1_mV","Net2_mV","BW_DD_mV","NIP_mV","PSPDS_mV","IRT_V","Batt_V_Min","CR3Temp_C_Avg"
"2014-12-10 17:08:00",140755,181.7256,181.1077,0.6520158,4.039506,-1.694277,208.9759,0.361,0.364,0.015,0.058,0.019,0.833,182.4,181.8,0.686,4.126,-1.657,210.4,181.1,180.5,0.61,3.959,-1.734,207,87.64872,87.21738,87.18876,85.99978,-0.1740127,-0.1959722,0.005656244,0.03227387,-0.01463969,1.387681,87.64217,87.21088,87.1727,85.96547,-0.1756745,-0.1982992,0.005656185,0.03227353,-0.01463954,1.376371,87.6133,87.1727,87.16317,85.94684,-0.177338,-0.1996301,0.005988902,0.03293896,-0.01463954,1.353197,13.1,13.2
"2014-12-10 17:09:00",140756,180.7688,180.1865,0.6513726,4.199897,-1.687835,207.868,0.26,0.277,0.014,0.046,0.02,1.067,181.2,180.6,0.686,4.292,-1.657,209.5,180.2,179.6,0.61,4.126,-1.734,205.4,87.59407,87.16317,87.15363,85.90955,-0.1780035,-0.2006282,0.005656185,0.03360439,-0.01463954,1.273447,87.56963,87.11031,87.10079,85.88586,-0.1793328,-0.2016247,0.005656138,0.03360411,-0.01463941,1.394583,87.55042,87.09126,87.08175,85.86725,-0.1813291,-0.203621,0.005656138,0.03426954,-0.01463941,1.366625,13.09,13.32
"2014-12-10 17:10:00",140757,179.7828,179.1933,0.6570817,4.307485,-1.694231,208.3719,0.228,0.233,0.016,0.03,0.02,0.776,180.3,179.6,0.686,4.376,-1.657,210.3,179.5,178.9,0.648,4.251,-1.734,206.7,87.52699,87.06803,87.06803,85.83525,-0.182658,-0.2052823,0.005656076,0.03426917,-0.01430654,1.346403,87.50777,87.03949,87.04901,85.81665,-0.1839888,-0.2069458,0.005656076,0.03426917,-0.01463925,1.420626,87.46214,87.00373,87.00373,85.78175,-0.1839865,-0.2062778,0.005656003,0.03460143,-0.01463907,1.290151,13.09,13.43
"2014-12-10 17:11:00",140758,180.0916,179.5196,0.666602,4.389361,-1.710256,207.6061,0.298,0.338,0.019,0.029,0.021,1.338,180.7,180.3,0.686,4.459,-1.657,210,179.5,178.9,0.648,4.334,-1.734,205.1,87.40462,86.98473,86.96574,85.7446,-0.1823229,-0.2052796,0.005656003,0.03493414,-0.01463907,1.304336,87.42951,86.96193,86.96193,85.74088,-0.1816549,-0.2042786,0.005655921,0.03493363,-0.01463886,1.347126,87.3816,86.95243,86.94294,85.70374,-0.1796587,-0.2019497,0.005655921,0.03559903,-0.01497156,1.363125,13.09,13.54
"2014-12-10 17:12:00",140759,181.2358,180.7294,0.6602407,4.490021,-1.670421,211.2301,0.219,0.219,0.019,0.038,0.023,0.89,181.5,181,0.724,4.584,-1.657,213.1,180.7,180.2,0.648,4.417,-1.734,209.2,87.32115,86.90194,86.88293,85.66369,-0.1776619,-0.2002855,0.005655903,0.03593162,-0.01430611,1.519145,87.31158,86.86398,86.84502,85.64515,-0.1769965,-0.1989547,0.005988603,0.03593162,-0.01430611,1.445006,87.26377,86.84502,86.82607,85.63589,-0.1769965,-0.1992874,0.005655903,0.03626432,-0.01430611,1.45952,13.09,13.65
"2014-12-10 17:13:00",140760,180.9775,180.4666,0.6532382,4.608695,-1.656903,210.1266,0.352,0.362,0.013,0.027,0.007,1.023,181.4,181,0.686,4.667,-1.618,212,180.1,179.7,0.648,4.542,-1.695,207.8,87.22878,86.8103,86.8103,85.58344,-0.1776592,-0.2002825,0.005655818,0.03659647,-0.01430589,1.423962,87.20016,86.78187,86.78187,85.55569,-0.1793227,-0.201946,0.005655818,0.03692916,-0.01430589,1.390481,87.17596,86.75789,86.77685,85.53226,-0.1823148,-0.2046051,0.00565575,0.03692872,-0.01430572,1.474839,13.09,13.76
"2014-12-10 17:14:00",140761,179.1445,178.5633,0.6506873,4.687108,-1.657522,209.3751,0.626,0.67,0.012,0.026,0.005,2.333,180.2,179.7,0.686,4.709,-1.657,212.7,178,177.4,0.61,4.625,-1.695,205.7,87.17596,86.72006,86.72952,85.4953,-0.1849763,-0.207932,0.00565575,0.0375941,-0.01430572,1.487786,87.15286,86.67823,86.72552,85.47292,-0.1879687,-0.2112568,0.005655695,0.03759374,-0.01430558,1.249118,87.14333,86.66879,86.69716,85.4452,-0.1912956,-0.2145837,0.005988383,0.03759374,-0.01430558,1.350387,13.08,13.87
"2014-12-10 17:15:00",140762,176.8408,176.1236,0.6538572,4.706501,-1.714017,208.8572,0.67,0.691,0.014,0.009,0.033,1.285,178,177.3,0.686,4.709,-1.657,211.4,175.7,174.9,0.648,4.667,-1.772,206.4,87.1191,86.63532,86.69202,85.41252,-0.194621,-0.2185743,0.005988337,0.03759345,-0.01430547,1.398616,87.10958,86.59758,86.69202,85.38483,-0.1979478,-0.2219011,0.005655651,0.03759345,-0.01497084,1.313264,87.10545,86.57463,86.69736,85.36242,-0.2009407,-0.2255593,0.005655617,0.03759322,-0.01530343,1.326613,13.08,13.97
"2014-12-10 17:16:00",140763,174.5888,173.7966,0.6506743,4.689097,-1.83666,205.5168,0.657,0.676,0.01,0.022,0.039,1.707,175.8,174.9,0.686,4.709,-1.772,208.1,173.5,172.7,0.648,4.625,-1.888,201.8,87.08636,86.54631,86.66902,85.33475,-0.2036022,-0.2282208,0.005655617,0.03759322,-0.01563612,1.297586,87.06734,86.51806,86.63123,85.31635,-0.2072617,-0.2318803,0.005655617,0.03726054,-0.01630148,1.185021,87.06405,86.49597,86.6374,85.28555,-0.2102548,-0.2348733,0.00565559,0.03726035,-0.0163014,1.115578,13.08,14.05
"2014-12-10 17:17:00",140764,172.7854,171.8944,0.7034087,4.554332,-1.922055,200.803,0.349,0.361,0.026,0.061,0.035,2.057,173.5,172.6,0.724,4.667,-1.888,204.1,172.3,171.4,0.648,4.458,-1.965,196.7,87.10212,86.4677,86.60909,85.24872,-0.2129163,-0.2375347,0.005988271,0.03659499,-0.0163014,1.138091,87.05946,86.44435,86.60455,85.2351,-0.2142453,-0.2395289,0.005988223,0.03592933,-0.01663395,0.9729926,87.04991,86.42554,86.57623,85.20753,-0.215576,-0.2401942,0.006320901,0.03559665,-0.01696663,1.053395,13.08,14.12
"2014-12-10 17:18:00",140765,172.1517,171.2144,0.7370763,4.358435,-1.980468,200.0633,0.12,0.137,0.018,0.056,0.022,0.904,172.4,171.4,0.762,4.458,-1.965,201.8,171.9,171,0.724,4.292,-2.042,198.3,87.03869,86.40502,86.56509,85.19669,-0.2162391,-0.240857,0.006653509,0.03493093,-0.01696645,1.044975,87.02918,86.39561,86.56509,85.1875,-0.2169044,-0.2421877,0.006653509,0.03459825,-0.01729912,1.026009,86.98592,86.37169,86.54105,85.15492,-0.2172361,-0.2421867,0.006320806,0.03426542,-0.01763172,0.9838675,13.08,14.16
"2014-12-10 17:19:00",140766,171.817,170.8382,0.755497,4.246592,-2.038889,199.0518,0.058,0.072,0.021,0.033,0.013,1.442,172,171,0.801,4.292,-1.965,202.5,171.7,170.7,0.724,4.167,-2.042,196.8,86.99542,86.35287,86.53163,85.13654,-0.2179015,-0.2435174,0.00665348,0.03393275,-0.01763172,1.011493,86.99318,86.34127,86.51999,85.12521,-0.2182325,-0.2438482,0.006653429,0.03359982,-0.01763159,0.9348749,86.93617,86.33189,86.47292,85.10686,-0.2178998,-0.2435155,0.006653429,0.03359982,-0.01763159,1.002824,13.08,14.18
"2014-12-10 17:20:00",140767,172.2012,171.2114,0.786625,4.15836,-2.071622,198.5716,0.305,0.301,0.018,0.031,0.016,0.753,172.9,171.9,0.801,4.208,-2.042,200.3,171.8,170.7,0.762,4.125,-2.081,196.5,86.91718,86.31313,86.44466,85.09769,-0.2169018,-0.2418522,0.006653429,0.03326715,-0.01796426,0.982703,86.90396,86.28126,86.41276,85.07575,-0.2162351,-0.2408527,0.006986058,0.03326694,-0.01763148,0.9523492,86.91345,86.26251,86.42216,85.04823,-0.2142391,-0.239522,0.006986058,0.03326694,-0.01796415,1.017824,13.08,14.17
"2014-12-10 17:21:00",140768,173.8922,172.9189,0.8056818,4.115971,-2.079314,199.0332,0.514,0.551,0.016,0.017,0.007,1.033,174.8,173.9,0.839,4.125,-2.042,200.9,173,172,0.762,4.083,-2.081,196.5,86.90097,86.25021,86.40982,85.0454,-0.2112441,-0.2365268,0.006986024,0.03293411,-0.01796406,1.045862,86.85355,86.24084,86.38159,85.0179,-0.2089154,-0.2338655,0.006986024,0.03293411,-0.01796406,0.9837687,86.8322,86.2291,86.36043,85.00645,-0.2065867,-0.2312042,0.007318693,0.03293412,-0.01796407,0.8963569,13.08,14.14
"2014-12-10 17:22:00",140769,175.7679,174.8772,0.8107633,4.135407,-2.026653,200.0483,0.499,0.512,0.017,0.022,0.034,1.48,176.6,175.7,0.839,4.208,-1.965,204.4,174.8,173.9,0.801,4.083,-2.081,196.4,86.82272,86.21037,86.33227,84.99731,-0.2039254,-0.2282102,0.006986025,0.03293412,-0.0176314,0.9752726,86.81326,86.201,86.31349,84.96985,-0.2019286,-0.2258806,0.006985998,0.03293399,-0.01729866,1.065075,86.78485,86.17292,86.29473,84.95153,-0.1999326,-0.2238846,0.006985998,0.03359932,-0.01696599,1.19553,13.08,14.09
"2014-12-10 17:23:00",140770,177.358,176.5218,0.7999629,4.211803,-1.886023,206.2124,0.448,0.466,0.011,0.032,0.053,1.052,178,177.3,0.839,4.25,-1.811,208.9,176.5,175.7,0.762,4.125,-2.004,204.4,86.75838,86.17481,86.25913,84.94424,-0.197605,-0.2215571,0.006986034,0.03326683,-0.01630075,1.235603,86.68271,86.15611,86.23099,84.9351,-0.1949436,-0.2192284,0.006986034,0.0335995,-0.01596808,1.25861,86.65437,86.13736,86.2029,84.89854,-0.1936129,-0.2175651,0.006986034,0.03393216,-0.01563541,1.347915,13.09,14.01
"2014-12-10 17:24:00",140771,178.363,177.5295,0.8037773,4.332647,-1.72035,208.5424,0.167,0.139,0.013,0.044,0.054,1.048,178.6,177.7,0.839,4.417,-1.657,210.8,178,177.2,0.762,4.25,-1.811,206.2,86.6068,86.12767,86.17443,84.89819,-0.1922822,-0.2162344,0.006986033,0.0345975,-0.01497007,1.357148,86.59737,86.09962,86.15572,84.87992,-0.1916169,-0.2159017,0.006986033,0.03493017,-0.01430473,1.346593,86.55179,86.08253,86.1199,84.8632,-0.1909524,-0.2155699,0.006986062,0.03526298,-0.01430479,1.383704,13.09,13.92
"2014-12-10 17:25:00",140772,178.7552,177.8813,0.8037828,4.508373,-1.608625,207.6156,0.158,0.144,0.011,0.059,0.03,1.033,179.2,178.3,0.839,4.625,-1.58,209.7,178.5,177.7,0.801,4.417,-1.657,205.5,86.53294,86.07315,86.09186,84.83583,-0.1906197,-0.2149046,0.006986062,0.03559565,-0.01363945,1.37216,86.51923,86.05956,86.08757,84.83164,-0.1902884,-0.2145735,0.006986114,0.03659393,-0.01363956,1.29102,86.51923,86.03156,86.08757,84.80428,-0.1892904,-0.2135755,0.006986114,0.0369266,-0.01363956,1.240389,13.09,13.8
"2014-12-10 17:26:00",140773,179.8753,179.0159,0.7879045,4.70147,-1.636895,206.0161,0.452,0.484,0.02,0.062,0.041,1.407,180.7,179.9,0.839,4.833,-1.58,209.1,179.1,178.2,0.724,4.583,-1.734,203.7,86.50446,86.01691,86.0636,84.78085,-0.1876282,-0.2119134,0.006986156,0.0372595,-0.01397231,1.203623,86.50446,85.99825,86.0636,84.77174,-0.1856321,-0.2099173,0.006653481,0.03792484,-0.01430499,1.264892,86.45123,85.9735,86.04813,84.75663,-0.1833043,-0.2075896,0.006653513,0.0382577,-0.0149704,1.367734,13.09,13.68
"2014-12-10 17:27:00",140774,181.4442,180.6609,0.766307,4.917487,-1.78782,207.9518,0.414,0.443,0.017,0.062,0.048,0.706,182.1,181.4,0.801,5.042,-1.695,209.4,180.7,179.9,0.724,4.792,-1.888,206.6,86.42303,85.95482,86.02945,84.73841,-0.1813082,-0.2055935,0.006653513,0.03892305,-0.0149704,1.348437,86.35722,85.92686,86.00146,84.72021,-0.1789795,-0.2032648,0.006653513,0.0395884,-0.01563575,1.298217,86.36923,85.92016,85.95742,84.68632,-0.1776502,-0.2012704,0.006653566,0.04025408,-0.01596856,1.291464,13.1,13.53
"2014-12-10 17:28:00",140775,182.8922,182.146,0.7625035,5.103662,-1.881599,209.4161,0.453,0.443,0,0.065,0.017,1.469,183.6,182.9,0.763,5.209,-1.849,212.2,182.1,181.4,0.762,5,-1.927,206,86.34106,85.90154,85.92947,84.66812,-0.1756542,-0.1992743,0.006653566,0.04025408,-0.01630124,1.356445,86.32819,85.86086,85.90739,84.66474,-0.1739926,-0.1972803,0.006653636,0.04091986,-0.01630141,1.441802,86.29067,85.84222,85.87016,84.64657,-0.1719965,-0.1952842,0.006653636,0.04158523,-0.01630141,1.401972,13.1,13.38
"2014-12-10 17:29:00",140776,184.2165,183.5379,0.7529841,5.375981,-1.906033,210.8923,0.322,0.342,0.018,0.099,0.019,0.82,184.7,184.1,0.801,5.542,-1.888,212.3,183.7,182.9,0.724,5.209,-1.927,208.9,86.2879,85.82089,85.84882,84.62568,-0.1706679,-0.1932906,0.00665372,0.04225112,-0.01630161,1.455256,86.241,85.78372,85.81159,84.59843,-0.1690045,-0.1916271,0.006321034,0.04324918,-0.01630161,1.440742,86.20885,85.76109,85.78895,84.57626,-0.1680074,-0.1902975,0.006653759,0.0442475,-0.01630171,1.443726,13.11,13.22
"2014-12-10 17:30:00",140777,185.0728,184.4601,0.7364705,5.720503,-1.918896,211.2448,0.206,0.193,0.023,0.101,0.017,0.981,185.4,184.8,0.763,5.875,-1.888,213.7,184.7,184.1,0.686,5.542,-1.965,209.1,86.18073,85.72396,85.77037,84.55812,-0.167342,-0.1892994,0.006321071,0.04524556,-0.0166344,1.497906,86.14004,85.69286,85.72072,84.5368,-0.1660128,-0.1879704,0.006653818,0.04624404,-0.01663455,1.53041,86.12134,85.66505,85.70217,84.5005,-0.1656801,-0.1876377,0.005988437,0.04690942,-0.01663455,1.460644,13.11,13.05
"2014-12-10 17:31:00",140778,186.0092,185.3542,0.6996262,6.026866,-1.925349,210.6946,0.391,0.379,0.019,0.081,0.007,1.275,186.7,186,0.763,6.167,-1.888,212.9,185.4,184.7,0.686,5.875,-1.927,208.3,86.09332,85.61874,85.66505,84.48237,-0.164682,-0.1863069,0.005988437,0.0475748,-0.01663455,1.51804,86.05145,85.5865,85.64205,84.45083,-0.1630211,-0.1846463,0.005988529,0.04824093,-0.0166348,1.432538,86.02341,85.56796,85.60501,84.43269,-0.1610249,-0.1826501,0.005988529,0.04890632,-0.0166348,1.377615,13.12,12.87
"2014-12-10 17:32:00",140779,187.6339,187.0127,0.6901111,6.280509,-1.920257,212.2928,0.491,0.491,0.011,0.063,0.016,2.809,188.4,187.8,0.724,6.376,-1.85,215.6,186.8,186.1,0.686,6.126,-1.927,207.4,85.95457,85.53668,85.58296,84.40208,-0.1583659,-0.1799915,0.005988628,0.04990523,-0.01663508,1.436998,85.93591,85.49972,85.54593,84.38394,-0.1563697,-0.1776626,0.005988628,0.05023793,-0.01663508,1.615376,85.84003,85.47846,85.50617,84.3541,-0.1540435,-0.1756695,0.005988732,0.05090422,-0.01663537,1.616639,13.12,12.68
"2014-12-10 17:33:00",140780,188.0559,187.4881,0.686313,6.467474,-1.845156,216.7499,0.321,0.337,0.01,0.05,0.038,1.178,188.5,187.9,0.724,6.543,-1.773,218.8,187.4,186.8,0.648,6.376,-1.927,214.7,85.83073,85.43227,85.45998,84.31796,-0.1547089,-0.1756695,0.005988732,0.05156964,-0.01596995,1.631071,85.76347,85.40242,85.45781,84.29774,-0.1557092,-0.1773355,0.005988815,0.05190307,-0.01597017,1.742598,85.73563,85.36555,85.43009,84.27065,-0.1580382,-0.1799972,0.005988815,0.05223578,-0.01530475,1.688993,13.13,12.49
"2014-12-10 17:34:00",140781,185.9517,185.2964,0.6615458,6.539171,-1.773269,213.4375,0.822,0.854,0.026,0.017,0.009,2.11,187.3,186.8,0.686,6.584,-1.734,217.1,184.5,183.8,0.61,6.501,-1.811,209.2,85.74508,85.33804,85.41181,84.24368,-0.1620346,-0.1839941,0.005656237,0.05223701,-0.01530511,1.59772,85.76365,85.31963,85.41181,84.22565,-0.1663599,-0.1883194,0.005656237,0.05223701,-0.01530511,1.490672,85.75436,85.28278,85.4026,84.18958,-0.1706853,-0.1926448,0.005988957,0.05223701,-0.01530511,1.419994,13.13,12.3
"2014-12-10 17:35:00",140782,183.162,182.4203,0.626608,6.463611,-1.846528,207.1781,0.748,0.764,0.023,0.045,0.041,2.042,184.5,183.8,0.686,6.543,-1.773,210.7,181.9,181.2,0.61,6.376,-1.927,203.9,85.75259,85.27181,85.40083,84.16982,-0.174347,-0.1966395,0.005323573,0.05190484,-0.01597072,1.367562,85.75259,85.24422,85.38239,84.1518,-0.178007,-0.2006322,0.005323573,0.05123939,-0.01597072,1.249544,85.76235,85.23547,85.39208,84.1252,-0.181338,-0.2039637,0.005323685,0.05090773,-0.01663652,1.240657,13.14,12.1
"2014-12-10 17:36:00",140783,180.8891,180.0823,0.6583993,6.292206,-1.953192,206.5195,0.573,0.594,0.025,0.06,0.032,0.958,181.9,181.1,0.686,6.418,-1.888,208.2,179.9,179.1,0.61,6.168,-2.004,204.2,85.76235,85.2079,85.38282,84.10719,-0.1846653,-0.2076237,0.005656415,0.05057501,-0.01663652,1.312987,85.7702,85.17886,85.39984,84.08775,-0.1873303,-0.2102891,0.00565651,0.04991038,-0.01730227,1.311437,85.76092,85.16968,85.39984,84.06974,-0.1899922,-0.2132837,0.005989246,0.04957764,-0.01730227,1.191353,13.14,11.9
"2014-12-10 17:37:00",140784,179.2209,178.372,0.6844691,6.045749,-2.03416,202.3025,0.396,0.404,0.008,0.066,0.035,1.458,179.9,179,0.686,6.168,-2.004,205.4,178.5,177.7,0.648,5.918,-2.081,199.6,85.77099,85.17043,85.41907,84.06147,-0.1919912,-0.2159485,0.005989326,0.04858008,-0.0173025,1.238634,85.7617,85.15206,85.40985,84.0435,-0.1939876,-0.2179449,0.005989326,0.04791461,-0.01763524,1.045721,85.72327,85.14163,85.39011,84.03326,-0.1953223,-0.2196128,0.00598944,0.04758277,-0.01796832,1.120627,13.14,11.7
"2014-12-10 17:38:00",140785,177.8211,176.9418,0.7188074,5.850726,-2.11322,201.3213,0.411,0.411,0.029,0.052,0.017,1.483,178.6,177.6,0.763,5.96,-2.081,204.1,177.2,176.2,0.686,5.751,-2.158,198.8,85.68615,85.12325,85.39934,84.0153,-0.196986,-0.221942,0.006322186,0.04691728,-0.01830107,1.130854,85.69544,85.12325,85.3809,83.9973,-0.1989825,-0.2239385,0.006654933,0.04625179,-0.01830107,1.011673,85.72232,85.11314,85.38917,84.00536,-0.2009829,-0.2259394,0.006655063,0.04625268,-0.01830142,1.064563,13.15,11.5
"2014-12-10 17:39:00",140786,176.665,175.7445,0.7652214,5.692495,-2.18136,201.2715,0.267,0.272,0.012,0.039,0.03,0.703,177.1,176.3,0.801,5.793,-2.12,202.7,176.2,175.4,0.725,5.585,-2.235,199.9,85.69449,85.0948,85.37074,83.98737,-0.2023139,-0.2272704,0.006655063,0.04558718,-0.01863417,1.131784,85.71042,85.10136,85.38655,83.97582,-0.2039817,-0.2286059,0.006655193,0.04525531,-0.0189673,1.061194,85.69187,85.083,85.35886,83.95788,-0.2046472,-0.2296042,0.006987952,0.04492255,-0.01930006,1.101444,13.15,11.3
